Date,Open,High,Low,Close,Adj Close,Volume,Returns
17-11-2017,47.509998,48.665001,47.485001,48.5,47.192924,888000,2.612936652
20-11-2017,48.279999,48.310001,47.720001,48.259998,46.959393,1105200,-0.494843252
21-11-2017,48.575001,48.845001,48.27,48.34,47.037239,658000,0.165773012
22-11-2017,48.549999,49.095001,48.549999,48.959999,47.640526,901800,1.282573154
24-11-2017,49.145,49.290001,48.665001,49.215,47.888657,371600,0.520840177
27-11-2017,49.080002,49.174999,48.599998,48.889999,47.572414,771000,-0.660371411
28-11-2017,49,49.189999,48.669998,49.025002,47.703777,817400,0.276132718
29-11-2017,49.115002,49.404999,48.615002,48.924999,47.606468,621800,-0.203985944
30-11-2017,48.865002,49,48.115002,48.549999,47.241577,945000,-0.766473581
01-12-2017,48.455002,48.455002,47.52,48.005001,46.711266,1275800,-1.122551434
04-12-2017,48.16,48.200001,47.035,47.105,45.835518,1670800,-1.8748111
05-12-2017,47.48,47.490002,46.904999,47.095001,45.825787,694200,-0.021230261
06-12-2017,47,47.389999,46.345001,47.294998,46.020393,991800,0.424664829
07-12-2017,47.150002,47.720001,47.115002,47.5,46.219875,792600,0.433464356
08-12-2017,48.195,48.240002,47.57,47.799999,46.511791,531200,0.631581111
11-12-2017,47.650002,48.540001,47.400002,48.490002,47.183197,1417800,1.443517838
12-12-2017,47.669998,48.720001,47.18,48.705002,47.392406,2895600,0.443397254
13-12-2017,48.634998,48.634998,47.665001,48.07,46.774509,1190400,-1.30378905
14-12-2017,48.330002,49.195,48.330002,48.755001,47.441059,1227600,1.42502832
15-12-2017,49.150002,49.349998,48.884998,49.310001,47.981102,1172600,1.138345162
18-12-2017,49.255001,49.73,49.095001,49.259998,47.932442,694200,-0.101414928
19-12-2017,49.470001,50.240002,49.34,49.810001,48.467625,1091000,1.116536061
20-12-2017,49.959999,50.244999,49.540001,50.055,48.70602,1049200,0.491864415
21-12-2017,50.02,50.169998,49.695,50.07,48.720612,1216800,0.029959336
22-12-2017,50.25,50.630001,50.035,50.415001,49.05632,667400,0.689047174
26-12-2017,50.105,50.375,49.900002,50.264999,48.910362,476200,-0.29753149
27-12-2017,49.865002,50.145,49.68,50.139999,48.788723,1203600,-0.248697812
28-12-2017,50.490002,50.540001,50.084999,50.514999,49.153622,569800,0.747916686
29-12-2017,50.630001,50.990002,50.555,50.834999,49.464996,793800,0.63347112
02-01-2018,51.34,51.384998,50.759998,51.165001,49.786106,813400,0.64916613
03-01-2018,50.994999,50.994999,50.360001,50.669998,49.304443,1026000,-0.967464698
04-01-2018,50.900002,51.150002,50.525002,50.560001,49.197411,822200,-0.217083884
05-01-2018,50.75,50.91,50.154999,50.310001,48.954147,1897800,-0.494465044
08-01-2018,50.485001,50.639999,50.139999,50.235001,48.881168,871400,-0.149076237
09-01-2018,50.400002,51.055,50.365002,50.985001,49.610958,1639200,1.492988056
10-01-2018,50.799999,51.195,50.400002,50.509998,49.148754,833000,-0.931657075
11-01-2018,50.669998,50.764999,50.419998,50.674999,49.309307,860000,0.326667488
12-01-2018,50.619999,51.294998,50.474998,51.215,49.834755,868800,1.065616274
16-01-2018,51.75,52.294998,51.505001,51.865002,50.467236,1749200,1.269156435
17-01-2018,51.990002,52.57,51.709999,52.505001,51.089996,1911600,1.233988721
18-01-2018,52.689999,53.290001,52.400002,52.455002,51.04134,1359400,-0.095235866
19-01-2018,52.599998,53.740002,52.5,53.66,52.21386,1183200,2.297196743
22-01-2018,53.845001,54.205002,52.900002,53.02,51.591114,2590400,-1.192683322
23-01-2018,52.935001,53.73,52.580002,53.724998,52.277111,1233000,1.329680534
24-01-2018,54.134998,54.235001,53.075001,53.189999,51.756531,1104800,-0.995808663
25-01-2018,53.41,53.619999,53.014999,53.154999,51.722473,1654000,-0.065804256
26-01-2018,53.349998,54.619999,53.200001,54.5,53.031231,1111800,2.530346915
29-01-2018,54.599998,54.84,53.884998,54.235001,52.773369,1410600,-0.486245548
30-01-2018,54.055,54.424999,53.535,53.555,52.111694,844600,-1.253804736
31-01-2018,54.095001,55.384998,54.095001,54.294998,52.831745,1969200,1.381745525
01-02-2018,54.055,55.080002,53.935001,55.080002,53.595596,1386000,1.445818229
02-02-2018,53.200001,53.200001,51.529999,51.599998,50.209373,2174800,-6.318099345
05-02-2018,51.5,51.5,50.064999,50.145,48.793594,2253800,-2.819750408
06-02-2018,50,50.615002,49.549999,50.375,49.017395,3226000,0.458668816
07-02-2018,50.174999,50.855,49.525002,50.5,49.139023,1566400,0.248132321
08-02-2018,50.605,50.849998,48.75,48.764999,47.450783,1574000,-3.435640143
09-02-2018,49.220001,49.830002,48.134998,49.630001,48.292473,1381600,1.773816883
12-02-2018,50,51.119999,49.759998,50.720001,49.3531,1098400,2.196257375
13-02-2018,50.584999,50.904999,50.224998,50.68,49.314175,739600,-0.078870426
14-02-2018,50.599998,51.279999,50.125,51.110001,49.732586,1087000,0.8484599
15-02-2018,51.220001,51.220001,50.32,50.630001,49.265526,1135800,-0.939142799
16-02-2018,50.314999,50.615002,50,50.380001,49.022259,873200,-0.493787481
20-02-2018,49.959999,50.060001,49.369999,49.755001,48.414104,977400,-1.240569106
21-02-2018,49.66,49.674999,48.75,48.785,47.470245,1306200,-1.949553791
22-02-2018,48.919998,49.064999,48.415001,48.849998,47.533493,1213600,0.133237147
23-02-2018,49.369999,49.744999,48.965,49.669998,48.331394,1203000,1.678607966
26-02-2018,50.130001,50.575001,49.955002,50.040001,48.691422,1302800,0.744915406
27-02-2018,49.884998,49.900002,49.275002,49.279999,47.9519,803000,-1.518793187
28-02-2018,49.314999,49.465,48.584999,48.59,47.280502,852000,-1.400148899
01-03-2018,48.615002,49.044998,48.220001,48.84,47.523762,1208000,0.514503843
02-03-2018,48.355,49.314999,48.330002,49.209999,47.883789,930200,0.757572601
05-03-2018,48.965,48.965,48.220001,48.59,47.280502,1443600,-1.259898209
06-03-2018,48.555,48.825001,48.275002,48.674999,47.363205,1063800,0.174919886
07-03-2018,48.450001,48.450001,47.669998,47.75,46.463139,1957000,-1.900348593
08-03-2018,47.895,48.07,47.525002,47.785,46.497192,1917200,0.073290356
09-03-2018,48.154999,48.279999,47.845001,48.195,46.896145,1618000,0.858015254
12-03-2018,48.395,48.990002,48.23,48.724998,47.411861,788600,1.099698067
13-03-2018,48.794998,49.435001,48.794998,48.884998,47.567547,1444600,0.328369308
14-03-2018,49.064999,49.439999,48.669998,49.255001,47.927582,1276000,0.756892089
15-03-2018,49.490002,50.055,49.369999,49.924999,48.579521,1185200,1.360258483
16-03-2018,49.695,49.695,48.805,48.98,47.659985,1669000,-1.892846988
19-03-2018,48.75,48.919998,48.419998,48.825001,47.509167,1145400,-0.316445756
20-03-2018,48.775002,48.775002,48.279999,48.509998,47.202656,972000,-0.645161806
21-03-2018,48.715,49.18,48.715,48.794998,47.479973,906800,0.587502957
22-03-2018,48.764999,49.630001,48.415001,48.439999,47.134541,1842000,-0.727532006
23-03-2018,48.674999,48.990002,48,48.005001,46.711266,1155400,-0.898014473
26-03-2018,49.18,49.5,48.755001,48.889999,47.572414,1832600,1.843555257
27-03-2018,48.974998,49.240002,48.404999,48.5,47.192924,2094800,-0.797710202
28-03-2018,48.5,48.990002,48.294998,48.419998,47.115082,1782800,-0.164944219
29-03-2018,48.685001,49.715,48.654999,49.384998,48.054073,1266400,1.99297329
02-04-2018,50.07,50.415001,49.330002,49.369999,48.039482,1842600,-0.030363711
03-04-2018,49.580002,49.735001,49.110001,49.294998,47.966496,1786600,-0.151929199
04-04-2018,48.625,49.735001,48.424999,49.540001,48.204899,3186600,0.497019837
05-04-2018,50,50.525002,49.900002,50.310001,48.954147,2613000,1.554298454
06-04-2018,50.279999,50.564999,49.325001,49.355,48.024879,1356600,-1.898241634
09-04-2018,49.82,50.139999,49.275002,49.360001,48.029755,2625400,0.010153071
10-04-2018,49.584999,49.705002,48.794998,48.98,47.659985,2132200,-0.769876923
11-04-2018,48.880001,49.264999,48.66,49.099998,47.776756,1240200,0.24500847
12-04-2018,49.299999,49.645,48.985001,49.02,47.698914,1354800,-0.162928601
13-04-2018,49.349998,49.424999,48.529999,48.615002,47.304825,1785600,-0.8262012
16-04-2018,48.849998,48.965,48.665001,48.764999,47.450783,1950000,0.308547807
17-04-2018,49.060001,49.48,48.700001,49.41,48.0784,1629600,1.322669428
18-04-2018,49.400002,49.490002,48.91,49.139999,47.815674,1220400,-0.546453293
19-04-2018,49.195,49.255001,48.955002,49.150002,47.825409,1916000,0.020359433
20-04-2018,49.485001,49.57,48.439999,49.255001,47.927582,1547000,0.213637483
23-04-2018,49.07,49.330002,48.275002,48.470001,47.163731,1027400,-1.59376077
24-04-2018,48.775002,48.775002,47.43,47.900002,46.609093,1772600,-1.175984148
25-04-2018,47.68,47.68,46.735001,47.014999,45.747944,1353800,-1.847598708
26-04-2018,47.395,47.654999,47.130001,47.445,46.166355,900000,0.914600665
27-04-2018,47.564999,47.865002,47.450001,47.555,46.273396,1457800,0.231859327
30-04-2018,48,48.369999,47.599998,47.904999,46.613964,944000,0.735990935
01-05-2018,47.740002,48.075001,47.564999,47.985001,46.691807,849600,0.166995023
02-05-2018,48.375,48.82,48.205002,48.48,47.173466,1095200,1.031570699
03-05-2018,48.724998,49.02,48.435001,48.599998,47.29023,1006200,0.247520502
04-05-2018,48.48,48.599998,48.215,48.27,46.969124,1466200,-0.679011288
07-05-2018,48.200001,48.419998,48.200001,48.325001,47.022644,1632000,0.113947196
08-05-2018,48.235001,48.255001,47.279999,47.345001,46.069054,3088800,-2.027937859
09-05-2018,47.715,47.849998,47.384998,47.619999,46.336636,1869600,0.580828076
10-05-2018,47.919998,48.52,47.84,48.255001,46.954525,3654600,1.33347833
11-05-2018,48.755001,49.93,48.755001,49.764999,48.423832,2280400,3.129212786
14-05-2018,49.759998,50.360001,49.665001,49.974998,48.628174,2969800,0.42198643
15-05-2018,49.645,49.845001,49.16,49.744999,48.404369,2018000,-0.46023731
16-05-2018,49.599998,49.599998,49.209999,49.290001,47.961632,1112200,-0.914663302
17-05-2018,49.25,49.674999,48.91,48.959999,47.640526,1095400,-0.669505992
18-05-2018,48.84,49.215,48.705002,49.165001,47.840004,1326000,0.41871494
21-05-2018,48.904999,49,48.5,48.555,47.246445,1652600,-1.24071687
22-05-2018,48.599998,48.599998,47.895,48.029999,46.735592,1857000,-1.081251722
23-05-2018,47.630001,47.799999,47.055,47.794998,46.506927,1276400,-0.489273785
24-05-2018,47.724998,48.259998,47.724998,47.990002,46.696667,958400,0.407982235
25-05-2018,48.41,48.514999,47.860001,48.470001,47.163731,1131600,1.00020843
29-05-2018,48.560001,48.865002,48.115002,48.41,47.105347,2298800,-0.123790037
30-05-2018,48.985001,52.720001,48.924999,52.584999,51.167835,5050400,8.624260851
31-05-2018,52.5,53.32,51.325001,53.209999,51.77599,3893400,1.188549408
01-06-2018,52.689999,53.09,52.334999,52.869999,51.723648,2015400,-0.10109319
04-06-2018,51.494999,51.794998,51.064999,51.365002,50.251286,2051800,-2.846593496
05-06-2018,51.59,51.814999,51.18,51.59,50.471405,1051000,0.438036551
06-06-2018,51.724998,52.535,51.525002,52.474998,51.337219,696600,1.715454523
07-06-2018,52.395,52.5,51.865002,52.279999,51.146442,731800,-0.371615377
08-06-2018,51.834999,51.915001,50.884998,51.384998,50.270847,1112200,-1.711937264
11-06-2018,51.549999,51.91,51.375,51.825001,50.701313,596200,0.856293509
12-06-2018,51.825001,52.5,51.744999,52.325001,51.190468,1255000,0.964777776
13-06-2018,51.650002,51.845001,50.93,51.150002,50.040947,1628600,-2.245576266
14-06-2018,51.275002,51.445,50.674999,50.785,49.683857,1028800,-0.713595608
15-06-2018,50.759998,51.060001,50.5,50.98,49.87463,1086200,0.383973813
18-06-2018,50.700001,52.5,50.595001,52,50.872517,1631400,2.000790783
19-06-2018,51.509998,51.884998,50.945,51.720001,50.598587,741000,-0.538463627
20-06-2018,52.145,52.669998,51.615002,52.59,51.449722,1170400,1.682131954
21-06-2018,52.549999,52.77,52.255001,52.595001,51.454613,1046600,0.009506368
22-06-2018,52.950001,53.544998,52.900002,53.389999,52.232376,803600,1.511551549
25-06-2018,53,53.209999,52.285,52.830002,51.684521,987800,-1.048880105
26-06-2018,52.814999,53.035,52.450001,52.805,51.660061,795200,-0.047325581
27-06-2018,53.009998,53.445,52.555,52.584999,51.444832,1081000,-0.416625524
28-06-2018,52.555,52.935001,51.959999,52.82,51.674732,1051600,0.446886482
29-06-2018,52.884998,53.285,52.275002,52.509998,51.371456,1188000,-0.58689419
02-07-2018,52.009998,52.325001,51.654999,51.935001,50.808926,851800,-1.095024443
03-07-2018,51.950001,52.654999,51.935001,52.264999,51.131767,784800,0.635402134
05-07-2018,52.799999,53.110001,52.419998,53.035,51.885075,700800,1.473268076
06-07-2018,53.09,53.275002,52.790001,53.110001,51.95845,966800,0.141418317
09-07-2018,53.325001,53.720001,53.125,53.685001,52.520985,566200,1.082663166
10-07-2018,53.805,54.435001,53.57,54.375,53.196018,1402600,1.285263405
11-07-2018,54.16,54.834999,54.09,54.785,53.59713,1716400,0.754026363
12-07-2018,55,56.049999,54.865002,55.639999,54.43359,1404800,1.560643266
13-07-2018,55.505001,55.595001,55.134998,55.27,54.071613,587600,-0.664988291
16-07-2018,55.055,55.650002,54.689999,55.334999,54.135201,803200,0.117599599
17-07-2018,55.349998,55.700001,54.805,55.445,54.242821,756200,0.19879856
18-07-2018,55.445,55.605,55.145,55.490002,54.286846,555200,0.081162814
19-07-2018,55.27,55.459999,55.075001,55.084999,53.890625,806800,-0.729865574
20-07-2018,55.125,55.985001,55,55.724998,54.516747,1305000,1.161838446
23-07-2018,55.5,55.5,54.305,54.529999,53.347656,1254200,-2.144462141
24-07-2018,54.785,54.945,54.049999,54.365002,53.186237,923600,-0.302579367
25-07-2018,54.485001,54.735001,53.91,54.73,53.54332,1242600,0.671382335
26-07-2018,54.700001,55.119999,54.549999,54.619999,53.435703,949800,-0.200990525
27-07-2018,54.919998,55.035,54.634998,54.825001,53.636265,870000,0.375333323
30-07-2018,54.375,54.75,52.66,53.084999,51.933987,2347800,-3.173744481
31-07-2018,52,52.5,51.564999,51.669998,50.549667,6096200,-2.665537695
01-08-2018,52.005001,52.195,51.805,51.834999,50.71109,3502800,0.319335437
02-08-2018,51.615002,52.105,51.32,52.099998,50.970345,2025200,0.511239258
03-08-2018,52.005001,52.224998,51.889999,51.994999,50.867622,1296800,-0.201534834
06-08-2018,51.84,52.035,51.384998,51.575001,50.45673,1312000,-0.807767267
07-08-2018,51.84,52.174999,51.360001,51.91,50.784466,1580800,0.649538724
08-08-2018,52.029999,52.404999,51.945,52.32,51.185577,1203200,0.789830103
09-08-2018,52.115002,52.240002,51.845001,52.110001,50.980129,485200,-0.401378693
10-08-2018,50.924999,51.325001,50.205002,50.970001,49.864849,3413000,-2.187675908
13-08-2018,50.544998,50.805,50.095001,50.139999,49.052841,1914200,-1.628417645
14-08-2018,50.535,50.549999,49.904999,49.994999,48.910988,1584800,-0.289184066
15-08-2018,49.849998,49.950001,49.34,49.575001,48.500092,1850400,-0.840089348
16-08-2018,49.895,49.935001,49.459999,49.755001,48.676193,1446200,0.363094157
17-08-2018,49.720001,50.119999,49.705002,49.994999,48.910988,533200,0.482361059
20-08-2018,50.389999,50.720001,50.195,50.349998,49.258289,817600,0.710067439
21-08-2018,50.465,50.935001,50.455002,50.48,49.385468,1061400,0.258188018
22-08-2018,50.494999,50.615002,50.305,50.474998,49.380581,812800,-0.009895624
23-08-2018,50.035,50.310001,49.549999,49.584999,48.509876,1208200,-1.763253859
24-08-2018,49.900002,50.080002,49.639999,50.064999,48.979469,726400,0.96803587
27-08-2018,50.145,50.759998,50.105,50.705002,49.605591,860200,1.278335623
28-08-2018,50.805,50.845001,50.264999,50.544998,49.449062,461600,-0.315547092
29-08-2018,50.285,50.75,50.200001,50.709999,49.610485,1101400,0.326442997
30-08-2018,50.25,50.435001,50.049999,50.380001,49.28764,1016400,-0.650759613
31-08-2018,50.200001,50.724998,50.075001,50.634998,49.537109,919600,0.506149209
04-09-2018,49.849998,49.935001,49.349998,49.805,48.725105,1283600,-1.639183264
05-09-2018,49.450001,49.5,49.029999,49.195,48.128334,1165600,-1.224771091
06-09-2018,49.240002,49.34,49.029999,49.134998,48.069633,1393600,-0.121967654
07-09-2018,49.220001,49.355,48.994999,49.080002,48.015827,1150200,-0.111933453
10-09-2018,48.825001,49.040001,48.264999,48.41,47.360352,1560200,-1.365122796
11-09-2018,47.5,47.709999,46.985001,47.509998,46.479866,1560400,-1.859120473
12-09-2018,48,48,47.525002,47.700001,46.665749,1457400,0.399921549
13-09-2018,48.02,48.330002,47.875,48.220001,47.174477,698000,1.090152866
14-09-2018,48.349998,48.564999,48.224998,48.505001,47.453293,906200,0.59103146
17-09-2018,47.494999,47.615002,47.205002,47.244999,46.220612,953000,-2.597672199
18-09-2018,47.23,47.23,46.564999,46.639999,45.628731,1531400,-1.280556389
19-09-2018,46.59,47.049999,46.285,46.935001,45.917336,3236200,0.632507181
20-09-2018,47.264999,47.735001,47.185001,47.450001,46.421169,1972400,1.097260956
21-09-2018,46.950001,47.369999,46.584999,46.845001,45.829288,2087000,-1.275023901
24-09-2018,46,46.125,45.314999,45.695,44.704224,2770000,-2.454901765
25-09-2018,46.205002,46.34,45.849998,46.169998,45.168922,2060600,1.039494612
26-09-2018,46.294998,46.955002,46.244999,46.389999,45.384155,2075000,0.476506834
27-09-2018,46.43,46.994999,46.43,46.695,45.682537,1065400,0.657458534
28-09-2018,47.080002,47.404999,46.389999,47.049999,46.029839,2110400,0.760251122
01-10-2018,47.5,47.66,46.68,46.805,45.790157,1875400,-0.520710055
02-10-2018,46.82,46.82,46.255001,46.705002,45.692326,1546200,-0.21365072
03-10-2018,46.740002,46.904999,45.834999,45.955002,44.958588,1663200,-1.605823262
04-10-2018,45,45.349998,44.785,45.029999,44.053642,2393200,-2.012843464
05-10-2018,45.084999,45.134998,44.174999,44.264999,43.305229,1524600,-1.698867485
08-10-2018,44.145,44.564999,44.049999,44.43,43.466652,1296400,0.372756371
09-10-2018,44.195,44.439999,43.865002,43.919998,42.967705,1665200,-1.14788459
10-10-2018,44.400002,44.619999,43.255001,43.255001,42.317127,3084600,-1.51410926
11-10-2018,43.355,44.029999,42.715,43.084999,42.15081,2872600,-0.393025264
12-10-2018,44.32,44.84,44.215,44.744999,43.774818,2440600,3.852851226
15-10-2018,44.904999,45.465,44.639999,44.974998,43.999828,1378600,0.514016986
16-10-2018,45.169998,45.544998,45.165001,45.349998,44.366699,1142200,0.833800987
17-10-2018,44.945,44.945,43.73,44.07,43.114456,1800400,-2.822484044
18-10-2018,43.915001,44.075001,43.615002,43.689999,42.742691,1227200,-0.862274593
19-10-2018,44.27,44.470001,43.654999,43.775002,42.825851,1559800,0.19455958
22-10-2018,44.439999,44.865002,44.23,44.435001,43.471546,995000,1.50772252
23-10-2018,44.115002,45.990002,43.814999,45.84,44.846077,3143200,3.161909632
24-10-2018,45.665001,45.75,44.830002,44.889999,43.916679,1840000,-2.072417616
25-10-2018,44.970001,46,44.639999,45.855,44.860752,1780000,2.149691237
26-10-2018,45.23,45.84,44.994999,45.485001,44.498775,858000,-0.806890174
29-10-2018,44.724998,44.869999,43.720001,43.939999,42.987274,1862200,-3.396724966
30-10-2018,44.235001,44.369999,43.639999,43.91,42.957924,1168400,-0.06827602
31-10-2018,44.040001,44.810001,44.040001,44.455002,43.491108,2298800,1.241177297
01-11-2018,44.5,44.525002,44.130001,44.52,43.554703,2634200,0.146225293
02-11-2018,45.255001,46.029999,45.084999,45.625,44.635738,3089400,2.482016695
05-11-2018,45.689999,45.935001,45.035,45.360001,44.376484,1088800,-0.580821583
06-11-2018,45.060001,45.724998,45.025002,45.455002,44.469425,903800,0.209437503
07-11-2018,45.939999,46.294998,45.68,46.139999,45.139576,1027200,1.506992726
08-11-2018,46.110001,46.380001,45.91,46.080002,45.080879,1078400,-0.130034451
09-11-2018,45.755001,46.310001,45.529999,46.025002,45.027065,1416200,-0.119372118
12-11-2018,45.689999,45.689999,44.334999,44.82,43.848194,1708400,-2.618138668
13-11-2018,45.220001,46.110001,45.200001,46.07,45.071091,2082000,2.788933565
14-11-2018,46.77,47.209999,46.349998,46.744999,45.731457,1765200,1.465165332
15-11-2018,46.68,47.59,46.68,47.560001,46.528782,1140000,1.743493543
16-11-2018,47.490002,48.044998,47.139999,47.669998,46.636398,1110000,0.231289098
19-11-2018,47.695,48.189999,47.549999,48.014999,46.973919,1497400,0.723728706
20-11-2018,47.775002,48.18,47.380001,47.400002,46.372253,1652400,-1.280851189
21-11-2018,48.119999,48.5,47.77,48.130001,47.086426,1113200,1.540086914
23-11-2018,48.049999,48.294998,47.785,48.169998,47.125561,662000,0.083113125
26-11-2018,48.595001,48.75,48.384998,48.57,47.516888,1242600,0.830392237
27-11-2018,48.68,49.040001,48.555,48.619999,47.5658,1401000,0.102936034
28-11-2018,49.125,50.095001,49.084999,49.970001,48.886528,1640000,2.776633632
29-11-2018,50.564999,51.25,50.380001,50.875,49.771904,1892400,1.811083823
30-11-2018,50.830002,51.134998,50.634998,50.709999,49.610485,1542600,-0.324317511
03-12-2018,50.735001,50.735001,49.974998,50.09,49.003929,1613600,-1.222636707
04-12-2018,49.735001,49.959999,49.404999,49.645,48.568573,1810400,-0.888410397
06-12-2018,49.564999,51.005001,49.365002,50.93,49.825718,2806600,2.58839188
07-12-2018,50.334999,50.610001,49.974998,50.23,49.140892,1674000,-1.374442813
10-12-2018,48.965,48.970001,47.029999,47.639999,46.607052,3310800,-5.156275959
11-12-2018,48.355,48.5,47.529999,47.779999,46.744015,1810400,0.293867546
12-12-2018,48.950001,49.744999,48.849998,49.334999,48.265297,2669200,3.254495789
13-12-2018,49.544998,50.509998,49.5,50.380001,49.28764,2372200,2.118174058
14-12-2018,49.794998,50.439999,49.544998,50.220001,49.131111,1569800,-0.317582664
17-12-2018,50.595001,51.169998,50.349998,50.5,49.405037,1625800,0.557540822
18-12-2018,51.235001,51.544998,51.195,51.294998,50.1828,2247000,1.574258511
19-12-2018,51.325001,51.990002,51.099998,51.555,50.437164,2579200,0.506874865
20-12-2018,51.93,52.25,51.264999,51.400002,50.285522,1622600,-0.300655287
21-12-2018,51.055,51.084999,50.139999,50.200001,49.111542,1535000,-2.334628245
24-12-2018,50.09,50.549999,49.825001,50.099998,49.013706,635200,-0.199211827
26-12-2018,50.514999,51.264999,50.514999,50.994999,49.889301,1283000,1.786428882
27-12-2018,50.395,51.224998,50.380001,51.130001,50.021381,1601800,0.264746143
28-12-2018,51.200001,52.005001,51,51.57,50.451836,1037400,0.860542015
31-12-2018,51.794998,51.889999,51.005001,51.794998,50.671959,1112200,0.43630325
02-01-2019,51.384998,51.924999,51.384998,51.834999,50.71109,824400,0.07722417
03-01-2019,51.060001,51.285,50.794998,50.91,49.806149,948000,-1.784503153
04-01-2019,51.195,51.974998,51.139999,51.790001,50.667068,1104600,1.728539583
07-01-2019,51.540001,51.705002,51.185001,51.525002,50.407814,1117800,-0.511681473
08-01-2019,51.174999,52.049999,51.055,51.904999,50.779575,1693400,0.737506689
09-01-2019,51.855,51.915001,51.154999,51.450001,50.334442,1895400,-0.876598514
10-01-2019,51.360001,51.459999,51.005001,51.34,50.226822,797200,-0.21380986
11-01-2019,51.060001,51.474998,51.005001,51.32,50.207256,704800,-0.038955282
14-01-2019,50.93,50.93,50.404999,50.43,49.336555,1183200,-1.734213477
15-01-2019,50.709999,51.134998,50.669998,51.134998,50.026268,1132600,1.397975598
16-01-2019,51.02,51.555,50.740002,51.099998,49.992027,1254400,-0.068446041
17-01-2019,51.115002,51.535,51.055,51.435001,50.319767,1009800,0.65558454
18-01-2019,51.384998,51.709999,51.189999,51.674999,50.554562,1236000,0.466605897
22-01-2019,51.299999,51.599998,50.665001,50.959999,49.855064,1779200,-1.38364961
23-01-2019,50.849998,50.93,50.134998,50.185001,49.09687,1572600,-1.520796363
24-01-2019,50.220001,50.34,49.59,49.625,48.549011,3368000,-1.115873578
25-01-2019,49.924999,50.099998,49.505001,49.57,48.495205,1468800,-0.11082821
28-01-2019,49.505001,49.505001,48.974998,49.080002,48.015827,1351600,-0.988505977
29-01-2019,48.799999,48.900002,48.040001,48.25,47.203823,1693600,-1.691117389
30-01-2019,48.205002,48.205002,47.25,47.869999,46.832062,2743400,-0.787565448
31-01-2019,48.41,49.365002,48.275002,49.110001,48.045174,1864600,2.59034505
01-02-2019,49.080002,49.66,48.970001,49.529999,48.45607,1463200,0.855228456
04-02-2019,49.485001,49.595001,48.974998,49.529999,48.45607,1099200,0
05-02-2019,49.785,49.994999,49.509998,49.919998,48.837612,817600,0.78739774
06-02-2019,49.985001,50.285,49.764999,50.130001,49.04306,674600,0.420675769
07-02-2019,50.044998,50.384998,50.029999,50.294998,49.204483,1649000,0.329145449
08-02-2019,50.224998,50.525002,50.009998,50.145,49.057735,767800,-0.298241118
11-02-2019,50.535,51.049999,50.150002,50.275002,49.184921,1024200,0.259257791
12-02-2019,50.849998,51.040001,50.724998,50.994999,49.889301,1449000,1.432105584
13-02-2019,50.865002,50.865002,50.345001,50.695,49.59581,1376400,-0.58828445
14-02-2019,50.110001,50.369999,50.02,50.115002,49.028389,1405400,-1.1440906
15-02-2019,49.895,50.185001,49.494999,50.09,49.003929,1558400,-0.049889463
19-02-2019,49.619999,49.735001,49.029999,49.169998,48.103874,2082800,-1.836699665
20-02-2019,49.665001,49.950001,49.57,49.825001,48.744675,1705800,1.332119322
21-02-2019,49.834999,50.259998,49.715,50.040001,48.955009,879600,0.431501492
22-02-2019,49.895,50.325001,49.75,50.119999,49.033276,1178400,0.159875366
